id,razon_social,nombre_fantasia,cuit,codigo_interno,legacy_id_bas,whatsapp_empresa,web_portal_pagos,datos_acceso_pagos,observaciones,condicion_iva_id,lista_precios_id,segmento_id,vendedor_id,saldo_actual,activo,requiere_auditoria,contador_uso,created_at,updated_at,historial_cache,estrategia_precio
989d2b61cf564856bab91e43f3da64a1,ODONTOSTORE,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
356b906668c44974988c6fb2fe6622a3,PETROPLASTIC SA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
c424d8809b2744b18e7dce3acbb27a73,SAI,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
cf7f0409de944dc69f4c6f9b595ddc56,SOUBEIRAN CHOBET,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
3c98f36b91cd4632a3f178ed3ee02602,SUSY`S NAILS STORE,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
cfad890ab9034235ac27d6c6feb272a3,Sandra Véiz,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
d5762d50ae7f45f284d966dbdec92cf2,TRADE FARMA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
d59fc71dfe094db3babcc9a13a663f7a,TRAUMATHOS. S.A,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
5e3a86061c2d4f0ea5336d0c0743a930,VALERIA PSCHEPIURKA,,00000000000,,,,,,,,,,,0,1,0,0,2025-12-12 00:28:20.048747,2025-12-12 00:28:20.048747,,MAYORISTA_FISCAL
458c1dc6b1bc4069b8102fe953d3a80f,Gelato S.A.,,30699349603,,,,,,,ffd6a25ecc264c01849bb3c697e249b3,,a5d566236db74be6aabba1cb1a14e966,,0,1,0,0,2025-12-12 02:21:26.027051,2025-12-17 15:36:05.076730,,MAYORISTA_FISCAL
